-1.1398,5.2849
0.39387,0.87111
-1.0795,3.697
-1.8063,3.0216
-0.22216,7.0125
-2.0155,-0.76238
-0.9826,0.59365
-3.0974,2.8179
-0.90956,7.7967
-3.1878,0.85074
-1.8336,-2.515
2.0444,3.3396
0.050831,9.2559
-3.0886,2.9973
-2.9626,1.9971
-1.2335,1.3993
-0.23415,-5.7201
-2.6699,1.1666
1.7699,4.7376
0.92795,2.2622
-1.2727,6.4968
0.94898,5.126
-0.21306,1.5614
-1.3085,-1.3794
-2.2023,-0.62627
0.092812,0.2094
-3.1039,-0.21339
-3.2248,-4.0291
-1.575,-1.3697
-0.36931,1.4146
-0.83003,5.4759
0.12773,4.7007
-2.0816,3.4532
-1.7185,0.014307
-2.6348,1.9609
-1.6641,0.55068
-3.0908,1.5735
0.47009,0.97148
-0.88467,2.1524
-0.87349,3.5303
-1.3047,5.4908
-0.66297,3.8844
-1.2277,-3.4713
-3.3552,-1.7183
-1.8218,-2.1946
-1.9426,5.9568
-1.0341,-1.0142
-0.65091,-4.3538
0.28076,3.3975
-1.436,0.34031
-0.1775,6.7023
-0.23894,-1.4827
0.93126,2.3364
-2.3987,2.4651
-2.9176,-3.2864
-2.1284,1.7281
-2.5594,-1.5034
1.3713,-0.67838
-0.5705,3.2468
-0.11813,-1.8377
-1.7199,2.4345
-0.7278,1.5952
-1.5312,-0.13119
0.70798,2.0903
-2.6145,-1.1586
-1.5324,1.1423
-2.5278,6.1786
-0.055684,-0.48938
-0.73146,5.0551
-1.1698,3.7715
-1.9184,-1.0523
-1.1858,1.6082
-0.41422,5.7008
0.85538,5.4358
-2.191,-4.7083
0.21525,-6.4202
-0.15715,2.895
-0.61121,4.368
-3.9699,-1.6343
-0.22295,2.2116
-0.88375,1.7957
-2.6882,5.5053
0.088162,0.20183
-4.011,1.8711
-0.74227,2.7483
-3.0077,-0.43227
-0.76507,-0.11522
-0.59024,7.9232
-2.4439,4.0453
-0.5277,4.2315
-0.58833,0.73095
-1.5344,-0.47453
-0.045833,0.46175
-1.8843,1.6349
-0.33839,1.5851
-1.3269,3.8114
-0.57674,-2.6378
-1.3478,-0.51338
-0.084339,3.134
-0.92934,0.43687
-0.40449,1.6719
0.13063,7.9191
-0.53776,7.56
1.5162,4.6104
-0.13957,-1.9256
-4.5223,1.5613
0.85488,-2.3209
-0.92877,4.1095
-2.1159,-2.2675
-2.014,5.0591
-2.8419,-1.3259
-1.507,1.7079
-2.0415,2.6476
-1.3479,1.661
-1.2484,5.9492
-2.6869,2.6646
-1.8518,0.56284
-0.19702,2.5962
-0.3831,-0.018451
-0.366,1.9816
-0.87505,8.4308
-0.77935,9.1251
-0.21741,-5.983
-3.3426,0.77942
-0.4984,8.225
