-1.1252,4.5979
-0.99352,0.3309
1.4266,5.032
-2.2978,1.1743
-1.3371,7.5681
-0.72598,2.1256
-1.141,-0.41975
0.89042,1.4965
-1.673,-0.11618
-1.6785,2.1421
-2.3003,-1.3355
0.64252,2.2924
-0.63076,2.3986
-0.9469,9.1878
0.73216,-0.56593
-1.1578,3.7111
-2.7169,0.42923
-0.77897,1.6361
-1.2623,1.5766
-2.9271,2.8038
-0.77303,1.3435
-1.3476,-0.43623
-2.0954,0.70575
-1.2684,1.6746
-0.76657,6.4692
0.59123,6.3191
-0.24884,-1.1348
0.34551,5.5164
-1.4752,-4.4426
-1.6463,2.152
-0.76307,2.4904
1.824,-0.32723
-2.5372,-1.9538
-2.1677,3.5458
-1.1763,0.29487
-1.6036,-0.27895
-1.5249,-1.7562
-0.38135,-1.5177
-0.33123,3.9011
-1.4298,2.6056
-0.9672,-0.86559
-2.8105,-1.891
-0.73827,3.6196
-1.4333,1.8688
-1.9203,-1.1787
1.3198,3.6065
1.2065,1.6967
-2.2501,-0.40241
-2.7507,-0.099678
-2.8535,-2.2135
-1.9551,2.6132
-2.9814,3.2375
0.25229,-0.26984
2.2116,6.7424
-0.66912,1.9934
-1.5106,-0.56334
1.1151,4.5404
-0.56615,0.31249
-2.2519,-0.67409
-1.3341,4.0715
-0.73729,4.8828
-0.32443,-1.4443
-0.41091,-1.9812
1.1383,7.9537
-1.0756,6.2572
-0.3765,-0.11636
0.37437,7.8626
-0.63653,-1.3572
-3.8619,-0.41175
-3.2458,4.4108
0.97409,3.8407
0.96018,6.3656
-0.64096,0.57347
-2.0305,4.9912
-3.8912,-0.26725
-1.4101,4.4484
-2.7685,-0.87675
-0.37537,-2.6612
-2.6334,3.2489
-0.84808,7.0668
-0.55019,1.4186
-1.5426,4.4868
-2.0082,0.015161
-1.8698,2.4514
-1.6805,-1.0344
-0.93275,0.55249
-1.0556,-2.4244
-2.4883,3.0484
-0.46961,-1.3318
-2.2199,1.9005
-2.4204,-0.23203
-3.4233,-0.63718
-3.2807,2.2372
-1.7546,6.574
-0.38511,6.8563
0.077863,3.1111
-1.6803,5.5454
0.36928,1.985
-1.3152,-1.1056
0.9047,-0.73434
-1.2549,-0.93071
0.49529,3.0866
-0.14969,0.53529
0.1492,3.3544
-0.76828,1.5234
-1.0304,4.7857
-1.6173,2.6516
-1.0067,-0.52165
3.2728,7.9174
-4.0422,-5.1474
-2.2098,0.49697
-0.22327,2.3634
-0.25338,1.4103
-1.5538,-0.3858
0.92395,5.1336
0.0056185,2.7029
0.1146,2.6709
0.85592,-0.51789
-2.1183,-0.59965
-0.52038,-2.31
-1.6377,4.6094
-0.9491,5.4232
-0.30411,2.4513
-1.7719,-2.0456
-1.4375,0.58578
-0.098379,-0.39396
-0.81042,1.6407
-2.7265,0.72322
-0.17332,-1.1828
-1.1927,4.7621
-2.5878,2.9861
-0.61119,0.96326
2.1935,5.3604
0.35085,0.66414
-2.826,-2.3322
-2.0949,-4.7625
-0.88206,3.6986
-1.8446,-3.0999
0.62255,4.3841
-0.30198,-0.95851
1.4848,8.756
-0.777,1.7789
-0.0055065,1.5752
-1.3653,4.6842
-2.5439,1.7679
-2.4662,0.75655
-1.1106,4.5735
-3.9842,-1.9097
-1.1813,2.1934
-1.2934,5.5567
-1.6558,4.0765
-1.9406,-1.8788
-1.4949,-0.71995
-2.6933,3.2898
-1.8477,-3.2781
-0.91537,-0.33601
-1.6098,2.7395
0.17888,4.6835
0.53687,-1.0649
-1.7426,0.030845
-1.7456,2.7345
-0.25781,3.5686
-4.3678,-6.789
-0.40342,3.2715
-2.5735,-0.40863
-0.56609,4.2936
-0.17359,5.9076
-0.3964,5.1596
-1.7711,3.5229
-0.57905,1.3012
-3.6937,3.12
1.1165,3.8581
-3.2542,4.6444
-0.62685,0.28091
-2.3119,6.3649
-3.3562,0.56831
-0.16868,0.63165
-1.5007,1.5208
-2.6273,7.8014
-2.8324,-3.5944
-1.6638,2.7234
1.6024,7.3817
-1.1978,1.0001
-0.17308,3.5138
-1.8434,4.6321
-2.9736,0.88111
-1.024,2.7237
1.0218,-1.5832
-2.3368,1.2479
-1.6514,0.79977
-0.24396,3.8902
0.63755,2.3974
0.40237,0.10374
-3.402,-0.26165
-0.18246,3.2641
-1.0152,3.2879
-0.60957,1.8068
-0.98795,-2.8976
-2.6931,0.71324
-0.026179,4.9453
-1.554,1.2841
-1.5447,5.466
0.0050685,1.8837
-0.68502,-3.1197
-3.002,1.1745
-0.67854,2.8567
-2.6518,3.4373
-1.7545,-1.2378
-2.1236,0.080874
-0.3388,3.6514
-0.64252,1.0931
1.0899,2.5159
-1.0045,-0.74048
0.037682,5.6183
-1.2892,3.9824
0.53342,2.4323
-0.13571,2.4814
-0.57474,0.5575
-1.8973,5.95
0.81558,6.9779
-1.5504,-3.2157
-1.5909,2.8707
-1.6461,-3.2904
-1.2631,3.356
-3.2204,0.59353
0.18999,2.7757
-2.9584,-3.6874
-1.6628,1.1435
0.6334,0.77736
1.5376,5.5452
-1.1239,4.2169
-1.0098,-1.1411
-0.55286,2.3983
-1.4643,1.7458
0.59717,6.6068
0.4898,1.1695
0.28453,-0.79259
-1.2762,5.7417
-1.4886,1.0435
-2.1763,-6.6367
-1.2993,5.8725
-1.7609,5.9164
-0.65138,6.8745
-0.13015,-1.5029
1.1706,3.7916
-1.7509,5.8967
-0.99399,1.1274
-1.511,-0.69172
2.2454,4.3584
0.26168,-1.1378
