0.01414,4.7297
1.565,5.023
-2.3965,-2.2873
-0.064203,4.4413
0.26041,2.3468
-1.1674,-2.6204
-1.8797,2.5617
-3.2244,-4.1686
-0.84197,4.2908
-1.7321,4.4621
0.19975,3.5415
-0.30492,2.9421
-2.6333,2.6213
-0.485,4.9777
-1.5104,0.26846
-2.1546,-1.8042
-2.5892,-2.0719
-1.0112,1.4923
-1.5212,-3.5688
-1.5393,3.9769
0.095917,2.7233
-3.3396,-0.5673
-2.8737,4.4264
-2.3295,1.1166
-0.31272,7.9692
-0.81796,-0.58485
-2.3095,3.7976
-1.9987,-6.1928
0.95018,-3.4805
-0.99371,0.31985
-0.3183,5.8901
-3.8506,2.4317
-1.3696,0.97429
-1.2958,0.61898
-1.9429,-0.86709
-0.51391,-0.89498
0.34262,3.2033
-1.1786,0.35078
-1.8992,-1.1206
-1.8266,0.83113
0.21766,1.8946
-2.4799,-1.1503
-1.1314,1.9427
-0.26006,-2.9847
-1.2077,0.07135
-2.9728,-4.5706
-0.57969,3.4865
-1.1924,1.1675
-1.6433,-0.89431
1.2064,2.673
-3.1183,0.69936
-2.412,3.6467
-3.4996,-3.073
0.32033,4.2736
-1.4682,4.1201
-0.96195,0.52668
-1.0139,4.7977
0.83675,4.2138
-0.73123,-1.1336
-2.4837,0.30994
-5.2191,-1.4703
-0.88845,3.6823
